model_number,species,order,family,ds,log10mdd_family,log10mdd_order,log10mdd,log10mdd_best,form,growth.form,height,habitat,riparian,fruit.type,category,dispersal.adaptations,seed.mass,mechanism1,mechanism2,mechanism3,mechanism4,mechanism5,distance,dispersal.ref,NZ.dispersal.notes,overseas.dispersal.notes,DW.dispersal.notes,NZseeds,NZFloraOnline,NZPCN,Kew SID
2,Holcus lanatus,Poales,Poaceae,animal,3.0836288571190984,2.627570680810696,2.383681879481924,3.0836288571190984,grass,herb,1.1,"NZ Flora Online:  alpine, bank, clay, coast, dry, forest, forest edge, grassland, gravel, lowland, margin, moist, open, pasture, peat, riverbed, roadside, rock outcrop, sand, shrubland, silt, slope, track, tussockland, wasteland; NZPCN: A wide range of disturbed wet and dry sites, often in fens",riparian,caryopsis,dry,"hairs, buoyant seeds",3e-4,attachment,internal,water,wind.none,NA,NA,"Ridley 1930, cited in SID; McIntyre et al. 1995; Couvreur et al. 2004; van den Broek et al. 2005; Mouissie et al. 2005; Albert et al. 2015; Flaherty et al. 2018",no structures directly aiding active seed dispersal. Small seeds (0.1-1.0 mg) (Esler 1988),"Wind; Diaspore is blown by wind; Method not stated; (Ridley, 1930); Also dispersed by animals; Diaspore=caryopsis+glume; The diaspore is hairy or has hair-like processes; Hairs also serve to attach the diaspore to the fur of animals. Experiments show that seeds are moderately buoyant (van den Broek et al. 2005).  seeds are dispersed by deer internally (sometimes) and attached to fur and hooves (sometimes; Albert et al. 2015). Seeds attached to experimental sheep dummy but not to cattle dummy (Mouissie et al. 2005). Seeds germinated from white-tailed deer faeces (Flaherty et al. 2018); Seeds dispersed attached to cattle, donkey and horse fur, unspecialised (Couvreur et al. 2004); undefined seed dispersal morphology (McIntyre et al. 1995)",NA,NA,2022-06-08T00:00:00Z,45043,2022-06-21T00:00:00Z
2,Holcus lanatus,Poales,Poaceae,wind.none,0.635721919713317,0.17966374340491464,-0.005772131692560519,0.635721919713317,grass,herb,1.1,"NZ Flora Online:  alpine, bank, clay, coast, dry, forest, forest edge, grassland, gravel, lowland, margin, moist, open, pasture, peat, riverbed, roadside, rock outcrop, sand, shrubland, silt, slope, track, tussockland, wasteland; NZPCN: A wide range of disturbed wet and dry sites, often in fens",riparian,caryopsis,dry,"hairs, buoyant seeds",3e-4,attachment,internal,water,wind.none,NA,NA,"Ridley 1930, cited in SID; McIntyre et al. 1995; Couvreur et al. 2004; van den Broek et al. 2005; Mouissie et al. 2005; Albert et al. 2015; Flaherty et al. 2018",no structures directly aiding active seed dispersal. Small seeds (0.1-1.0 mg) (Esler 1988),"Wind; Diaspore is blown by wind; Method not stated; (Ridley, 1930); Also dispersed by animals; Diaspore=caryopsis+glume; The diaspore is hairy or has hair-like processes; Hairs also serve to attach the diaspore to the fur of animals. Experiments show that seeds are moderately buoyant (van den Broek et al. 2005).  seeds are dispersed by deer internally (sometimes) and attached to fur and hooves (sometimes; Albert et al. 2015). Seeds attached to experimental sheep dummy but not to cattle dummy (Mouissie et al. 2005). Seeds germinated from white-tailed deer faeces (Flaherty et al. 2018); Seeds dispersed attached to cattle, donkey and horse fur, unspecialised (Couvreur et al. 2004); undefined seed dispersal morphology (McIntyre et al. 1995)",NA,NA,2022-06-08T00:00:00Z,45043,2022-06-21T00:00:00Z
2,Lolium perenne,Poales,Poaceae,animal,2.8248570918693052,2.3687989155609026,2.0228307311466045,2.8248570918693052,grass,herb,0.75,"NZ Flora Online: alpine, bank, clay, cliff, coast, dry, forest, forest edge, grassland, gravel, hill, lake margin, lowland, margin, moist, open, pasture, ridge, roadside, rock outcrop, sand, shaded, shrubland, slope, stone, terrace, track, unstable/eroded, wasteland; NZPCN: Roadsides and tracks, pasture, river flats and banks, waste land and sand dunes, lowland to montane",riparian,caryopsis,dry,none,0.002,internal,attachment,NA,NA,NA,NA,Harrington et al. 2011; Couvreur et al. 2004; Albert et al. 2015,seeds fed to goats viable and germinated after defecation (Harrington et al 2011); has no structures directly aiding active seed dispersal and medium-sized seeds (1-10 mg) (Esler 1988).,"wind: flattened seed; endochorous, hard seed coat, without pulp; dysochorous, lost food (Rosenthal 2006); seeds are dispersed internally by deer (sometimes; Albert et al. 2015). Seeds dispersed attached to cattle and horse fur, unspecialised dispersal (Couvreur et al. 2004); undefined seed dispersal morphology (McIntyre et al. 1995)",NA,NA,2022-06-08T00:00:00Z,45048,2022-06-21T00:00:00Z
2,Nardus stricta,Poales,Poaceae,animal,2.8226384223354475,2.366580246027045,2.0009534308534755,2.8226384223354475,grass,herb,0.3,"NZ Flora Online: clay, flat , grassland, hill, moist, open, pasture, peat, slope, track; NZPCN: Acid and damp but not permanently wet soils, e.g. edges of tarns, ephemeral wetlands, subalpine bogs, roadside ditches, damp soil and depressions on semi-natural tussock or pastoral land.",NA,caryopsis,dry,long awns,4e-4,attachment,NA,NA,NA,NA,NA,Mouissie et al. 2005,NA,"seeds attached to fleece only on the head of sheep (low growing grass species), also attached to both sheep and cattle experimental dummies (Mouissie et al. 2005).",NA,NA,2022-06-08T00:00:00Z,NA,2022-06-22T00:00:00Z
2,Nassella neesiana,Poales,Poaceae,animal,2.7875254209810136,2.331467244672611,1.9815787552314197,2.7875254209810136,grass,herb,1.2,"NZ Flora Online: dry, lava, margin, open, pasture, roadside, slope",NA,caryopsis,dry,"awn, backward pointing callus hairs",0.0067,attachment,internal,wind.none,water,NA,NA,Gardener et al. 2003; Humphries & Florentine 2021; NZPCN,"Restricted distribution due to a lack of wind dispersal; localised spread occurs through seed being transported by stock, in hay, on clothing, by machinery and in water (NZPCN)","Seeds dispersed most effectively by attachment to sheep fleece, 25% of seeds picked up on sheep wool after grazing in paddock with this species was still present after 5 months; 2-5% of seeds fed to cattle passed intact and 30-50% were viable; most wind dispersed seeds were within 1m of parent and furthest seeds 2.8m away (Gardener et al. 2003); Humphries & Florentine 2021: ""Attachment to passing animals/human or machinery. Stem seeds are dispersed by disturbances.""",NA,NA,2022-06-08T00:00:00Z,45051,NA
2,Nassella neesiana,Poales,Poaceae,wind.none,0.33961848357523267,-0.11643969273316979,-0.40787525594306473,0.33961848357523267,grass,herb,1.2,"NZ Flora Online: dry, lava, margin, open, pasture, roadside, slope",NA,caryopsis,dry,"awn, backward pointing callus hairs",0.0067,attachment,internal,wind.none,water,NA,NA,Gardener et al. 2003; Humphries & Florentine 2021; NZPCN,"Restricted distribution due to a lack of wind dispersal; localised spread occurs through seed being transported by stock, in hay, on clothing, by machinery and in water (NZPCN)","Seeds dispersed most effectively by attachment to sheep fleece, 25% of seeds picked up on sheep wool after grazing in paddock with this species was still present after 5 months; 2-5% of seeds fed to cattle passed intact and 30-50% were viable; most wind dispersed seeds were within 1m of parent and furthest seeds 2.8m away (Gardener et al. 2003); Humphries & Florentine 2021: ""Attachment to passing animals/human or machinery. Stem seeds are dispersed by disturbances.""",NA,NA,2022-06-08T00:00:00Z,45051,NA
2,Nassella tenuissima,Poales,Poaceae,wind.none,0.5516816984275638,0.09562352211916131,-0.12970405374789362,0.5516816984275638,grass,herb,0.7,"NZ Flora Online: bank, forest, gravel, margin, open, roadside",NA,caryopsis,dry,light seed,3.1e-4,wind.none,NA,NA,NA,NA,NA,Humphries & Florentine 2021,NA,"""The light seeds are dispersed most effectively by wind"" (Humphries & Florentine 2021).",NA,NA,2022-06-08T00:00:00Z,NA,2023-05-05T00:00:00Z
2,Phalaris arundinacea,Poales,Poaceae,wind.none,0.6441180973738128,0.18805992106541025,0.017979867378539266,0.6441180973738128,grass,herb,2,"NZPCN: Swamps. Including under shade of willows and open kahikatea forest, wet grassland, margins of water bodies, wet waste areas and roadsides.",riparian,caryopsis,dry,bristled fruit,8e-4,water,wind.none,attachment,NA,NA,NA,"Ridley 1930, cited in SID; Coops & van der Velde 1995; Couvreur et al. 2004; NZPCN","Seed dispersed by water, animals or contaminated machinery (NZPCN Factsheet prepared by Paul Champion and Deborah Hofstra (NIWA)).","Water; Floating in freshwater currents; Direct or experimental observation; Also dispersed by wind. Diaspore=caryopsis+glume. The diaspore is buoyant (Ridley, 1930, cited in Kew SID). Bouyancy experiment showed seeds can float for 20-38 hours (50% and 90% of seeds, respectively) (Coops & van der Velde 1995). Seeds dispersed attached to cattle fur (Couvreur et al. 2004)",NA,NA,2022-06-08T00:00:00Z,45056,2022-06-22T00:00:00Z
2,Phalaris arundinacea,Poales,Poaceae,animal,3.092025034779594,2.6359668584711913,2.4074338785530234,3.092025034779594,grass,herb,2,"NZPCN: Swamps. Including under shade of willows and open kahikatea forest, wet grassland, margins of water bodies, wet waste areas and roadsides.",riparian,caryopsis,dry,bristled fruit,8e-4,water,wind.none,attachment,NA,NA,NA,"Ridley 1930, cited in SID; Coops & van der Velde 1995; Couvreur et al. 2004; NZPCN","Seed dispersed by water, animals or contaminated machinery (NZPCN Factsheet prepared by Paul Champion and Deborah Hofstra (NIWA)).","Water; Floating in freshwater currents; Direct or experimental observation; Also dispersed by wind. Diaspore=caryopsis+glume. The diaspore is buoyant (Ridley, 1930, cited in Kew SID). Bouyancy experiment showed seeds can float for 20-38 hours (50% and 90% of seeds, respectively) (Coops & van der Velde 1995). Seeds dispersed attached to cattle fur (Couvreur et al. 2004)",NA,NA,2022-06-08T00:00:00Z,45056,2022-06-22T00:00:00Z
2,Phragmites karka,Poales,Poaceae,wind.none,0.9251980292273878,0.4691398529189854,0.409722304916442,0.9251980292273878,grass,herb,3,NZPCN: estuaries and wet grassland,NA,caryopsis,aquatic,NA,1e-4,water,wind.none,attachment,NA,NA,NA,"Cook 1987, cited in SID; Bouman et al. 2000, cited in SID","P. australis: attachment, also water, wind (ETNZF)","wind dispersed (Cook 1987, cited in Kew SID); P. australis: Combination: water+wind+animal; Method not stated; (Bouman et al., 2000, cited in Kew SID)",NA,NA,2022-06-08T00:00:00Z,45084,2022-06-22T00:00:00Z
2,Phragmites karka,Poales,Poaceae,animal,3.373104966633169,2.9170467903247665,2.799176316090926,3.373104966633169,grass,herb,3,NZPCN: estuaries and wet grassland,NA,caryopsis,aquatic,NA,1e-4,water,wind.none,attachment,NA,NA,NA,"Cook 1987, cited in SID; Bouman et al. 2000, cited in SID","P. australis: attachment, also water, wind (ETNZF)","wind dispersed (Cook 1987, cited in Kew SID); P. australis: Combination: water+wind+animal; Method not stated; (Bouman et al., 2000, cited in Kew SID)",NA,NA,2022-06-08T00:00:00Z,45084,2022-06-22T00:00:00Z
2,Poa annua,Poales,Poaceae,animal,2.8790430876431072,2.4229849113347046,2.081062306772884,2.8790430876431072,grass,herb,0.35,NZPCN: A weed of cultivated land and waste places,NA,caryopsis,dry,none,3e-4,attachment,internal,wind.none,water,NA,NA,"Couvreur et al. 2004; Albert et al. 2015; Green 2015; Rutledge & McLendon sine anno, cited in SID",NA,"Seeds dispersed internally and on hooves of deer (Albert et al. 2015). Seeds dispersed attached to cattle and donkey fur, unspecialised dispersal (Couvreur et al. 2004). Malfasi et al. 2020: migratory birds could be the main potential vectors in natural long-distance dispersal events; caryopses are not typically wind-dispersed seeds and we consider this vector is unlikely here; Combination: wind+animal; Method not stated; (Rutledge & McLendon, sine anno, Kew SID); Mammals (incl. bats)+birds.; Also dispersed by water. In mud on feet, or eaten. Also blown by wind. Viable seeds germinated from gull and Canada goose faeces (Green 2015). Unspecialised seed dispersal morphology (McIntyre et al. 1995)",NA,NA,2022-06-08T00:00:00Z,NA,2022-06-22T00:00:00Z
2,Poa annua,Poales,Poaceae,wind.none,0.431136150237326,-0.024922026071076464,-0.3083917044016,0.431136150237326,grass,herb,0.35,NZPCN: A weed of cultivated land and waste places,NA,caryopsis,dry,none,3e-4,attachment,internal,wind.none,water,NA,NA,"Couvreur et al. 2004; Albert et al. 2015; Green 2015; Rutledge & McLendon sine anno, cited in SID",NA,"Seeds dispersed internally and on hooves of deer (Albert et al. 2015). Seeds dispersed attached to cattle and donkey fur, unspecialised dispersal (Couvreur et al. 2004). Malfasi et al. 2020: migratory birds could be the main potential vectors in natural long-distance dispersal events; caryopses are not typically wind-dispersed seeds and we consider this vector is unlikely here; Combination: wind+animal; Method not stated; (Rutledge & McLendon, sine anno, Kew SID); Mammals (incl. bats)+birds.; Also dispersed by water. In mud on feet, or eaten. Also blown by wind. Viable seeds germinated from gull and Canada goose faeces (Green 2015). Unspecialised seed dispersal morphology (McIntyre et al. 1995)",NA,NA,2022-06-08T00:00:00Z,NA,2022-06-22T00:00:00Z
2,Setaria palmifolia,Poales,Poaceae,animal,3.0289535752915535,2.572895398983151,2.321402675171554,3.0289535752915535,grass,herb,2,"NZ Flora Online:  bank, clay, cliff, coast, dry, gorge, hill, lowland, montane, open, pasture, ridge, roadside, rock outcrop, sand, scrubland, shaded, sheltered, shrubland, silt, stone, terrace, track, wasteland; NZPCN: Disturbed and open forest, shrubland, herbfield, bare land",NA,caryopsis,dry,none,0.0015,internal,water,NA,NA,NA,NA,Smith 1985; NZPCN,"Dispersed by dumped garden waste, soil and water movement (NZPCN). Setaria verticillata has barbed awns attached below the spikelet. When these engage in clothing or animal coats the whole inflorescence is carried away (Elser 1988, incl. illustration).","Setaria palmifolia: no obvious dispersal mechanism; black rats destroyed almost all seeds offered in captive trials (Shiels 2011); dispersed passively or by granivorous birds (Smith 1985); S. italica: plant included in waterfowl diet (incl. mallard; Reynolds et al. 2015); Setaria verticillata: Animal; Diaspore is carried accidentally; Direct or experimental observation; Mammals (non-bat).; The diaspore has spiny, spiky, hooked or barbed projections or awns. Diaspores are released as animal brushes infloresecence and many fall close to parent plant, rather than cling to fur (van Rheede van Oudtshoorn & van Rooyen, 1999, cited in Kew SID); ; S. viridis seeds germinated from sheep faeces (Eichberg et al. 2007)",NA,NA,2022-06-09T00:00:00Z,45062,2022-06-27T00:00:00Z
2,Stenotaphrum secundatum,Poales,Poaceae,wind.none,0.19266147078253226,-0.2633967055258702,-0.6406000075086549,0.19266147078253226,grass,herb,0.25,"NZ Flora Online: bank, clay, cliff, coast, dry, flat , grassland, lowland, moist, open, pasture, ridge, roadside, rock outcrop, sand, sheltered, shrubland, silt, slope, terrace, wasteland; NZPCN: coastal areas and occasionally young plants are found along tracks through the forest and even in the wet forest (West, 1996)",NA,caryopsis,dry,spiked seed head,0.0017748,wind.none,attachment,NA,NA,NA,NA,West 1996,"Seeds are mostly dispersed over short distances by wind and over larger distances carried on animals (fur, feathers) and by human activity (West, 1996)",NA,NA,NA,2022-06-09T00:00:00Z,45062,2022-06-27T00:00:00Z
2,Stenotaphrum secundatum,Poales,Poaceae,animal,2.6405684081883134,2.184510231879911,1.7488540036658295,2.6405684081883134,grass,herb,0.25,"NZ Flora Online: bank, clay, cliff, coast, dry, flat , grassland, lowland, moist, open, pasture, ridge, roadside, rock outcrop, sand, sheltered, shrubland, silt, slope, terrace, wasteland; NZPCN: coastal areas and occasionally young plants are found along tracks through the forest and even in the wet forest (West, 1996)",NA,caryopsis,dry,spiked seed head,0.0017748,wind.none,attachment,NA,NA,NA,NA,West 1996,"Seeds are mostly dispersed over short distances by wind and over larger distances carried on animals (fur, feathers) and by human activity (West, 1996)",NA,NA,NA,2022-06-09T00:00:00Z,45062,2022-06-27T00:00:00Z
2,Polygala myrtifolia,Fabales,Polygalaceae,ant,1.8981204368992477,1.8231890161468525,1.9614964035054414,1.8981204368992477,NA,shrub,2,"NZ Flora Online: bank, cliff, coast, dry, lowland, open, ridge, roadside, rock outcrop, sand, scrubland, shrubland, stone, terrace; NZPCN: Coastal areas, forest margins, open land, islands, inland scrub",NA,capsule,dry,arillate seed,0.00965,ant,wind.none,water,NA,NA,NA,Berg 1975; NZPCN,Seeds are dispersed by wind and sometimes water; the majority fall close to the parent plant (NZPCN),Ant dispersal based on morphology (Berg 1975),NA,NA,2022-06-08T00:00:00Z,45057,2023-05-11T00:00:00Z
2,Polygala myrtifolia,Fabales,Polygalaceae,wind.none,0.5441328189723861,0.46920139821999085,0.28521486049660977,0.5441328189723861,NA,shrub,2,"NZ Flora Online: bank, cliff, coast, dry, lowland, open, ridge, roadside, rock outcrop, sand, scrubland, shrubland, stone, terrace; NZPCN: Coastal areas, forest margins, open land, islands, inland scrub",NA,capsule,dry,arillate seed,0.00965,ant,wind.none,water,NA,NA,NA,Berg 1975; NZPCN,Seeds are dispersed by wind and sometimes water; the majority fall close to the parent plant (NZPCN),Ant dispersal based on morphology (Berg 1975),NA,NA,2022-06-08T00:00:00Z,45057,2023-05-11T00:00:00Z
